,id,neg,neu,pos,compound,sentiment_score
7739,1453908250961883138,0.0,1.0,0.0,0.0,Neutral
7740,1453908242707353603,0.0,1.0,0.0,0.0,Neutral
7741,1453908158586314753,0.368,0.632,0.0,-0.5423,Negative
7742,1453908117515751425,0.0,1.0,0.0,0.0,Neutral
7743,1453908053225521156,0.0,1.0,0.0,0.0,Neutral
7744,1453907984892022785,0.444,0.556,0.0,-0.5859,Negative
7745,1453907857703784448,0.0,0.828,0.172,0.3612,Positive
7746,1453907853790511104,0.211,0.715,0.075,-0.5252,Negative
7747,1453907671527084033,0.069,0.931,0.0,-0.4767,Negative
7748,1453907420913209345,0.595,0.405,0.0,-0.6597,Negative
7749,1453907242168717316,0.0,1.0,0.0,0.0,Neutral
7750,1453907236334493700,0.0,1.0,0.0,0.0,Neutral
7751,1453907204415778820,0.0,0.741,0.259,0.5423,Positive
7752,1453907158060322824,0.0,0.612,0.388,0.5859,Positive
7753,1453907079186423809,0.0,0.803,0.197,0.765,Positive
7754,1453907067949965313,0.146,0.854,0.0,-0.6449,Negative
7755,1453907030180204546,0.0,1.0,0.0,0.0,Neutral
7756,1453906890757484545,0.0,0.758,0.242,0.5848,Positive
7757,1453906647412183042,0.0,0.476,0.524,0.296,Positive
7758,1453906511831437313,0.191,0.809,0.0,-0.3818,Negative
7759,1453906386476322836,0.0,1.0,0.0,0.0,Neutral
7760,1453906282021367809,0.188,0.812,0.0,-0.5719,Negative
7761,1453906263138619413,0.0,1.0,0.0,0.0,Neutral
7762,1453906251084025858,0.0,1.0,0.0,0.0,Neutral
7763,1453906214946054147,0.0,0.667,0.333,0.3597,Positive
7764,1453906101062275074,0.156,0.844,0.0,-0.34,Negative
7765,1453906029763186689,0.0,0.881,0.119,0.3736,Positive
7766,1453906018031882243,0.217,0.783,0.0,-0.5574,Negative
7767,1453905905494413318,0.0,1.0,0.0,0.0,Neutral
7768,1453905790851379203,0.0,0.803,0.197,0.4019,Positive
7769,1453905582750982147,0.227,0.683,0.09,-0.5859,Negative
7770,1453905445245050886,0.312,0.43,0.258,-0.3612,Negative
7771,1453905409387884550,0.0,1.0,0.0,0.0,Neutral
7772,1453905404061179905,0.492,0.508,0.0,-0.4404,Negative
7773,1453905333299159040,0.172,0.828,0.0,-0.4019,Negative
7774,1453905228990873602,0.0,0.8,0.2,0.3612,Positive
7775,1453905070102302722,0.0,0.849,0.151,0.2382,Positive
7776,1453905036484956162,0.0,0.667,0.333,0.6124,Positive
7777,1453904934403928064,0.073,0.863,0.065,-0.1027,Negative
7778,1453904862383509517,0.25,0.679,0.071,-0.7186,Negative
7779,1453904690207416347,0.0,1.0,0.0,0.0,Neutral
7780,1453904514365411328,0.216,0.588,0.196,-0.1027,Negative
7781,1453904207690416129,0.0,1.0,0.0,0.0,Neutral
7782,1453904111724814420,0.0,1.0,0.0,0.0,Neutral
7783,1453904071564271625,0.0,0.74,0.26,0.88,Positive
7784,1453904045350047744,0.0,1.0,0.0,0.0,Neutral
7785,1453903839246049294,0.224,0.647,0.129,-0.4512,Negative
7786,1453903796548034568,0.0,0.606,0.394,0.6369,Positive
7787,1453903793708584960,0.0,1.0,0.0,0.0,Neutral
7788,1453903774037205006,0.0,1.0,0.0,0.0,Neutral
7789,1453903761907220484,0.0,0.746,0.254,0.5267,Positive
7790,1453903712351662084,0.228,0.772,0.0,-0.9378,Negative
7791,1453903539323953183,0.0,1.0,0.0,0.0,Neutral
7792,1453903522244620288,0.0,1.0,0.0,0.0,Neutral
7793,1453903429936504871,0.0,1.0,0.0,0.0,Neutral
7794,1453903388240973824,0.328,0.584,0.088,-0.8126,Negative
7795,1453903342183276581,0.0,1.0,0.0,0.0,Neutral
7796,1453903242656690176,0.0,1.0,0.0,0.0,Neutral
7797,1453903208535953410,0.412,0.588,0.0,-0.5423,Negative
7798,1453903168467734530,0.0,0.934,0.066,0.4404,Positive
7799,1453903154244902924,0.186,0.814,0.0,-0.6249,Negative
7800,1453903143968858113,0.083,0.739,0.178,0.4926,Positive
7801,1453903084283912194,0.0,1.0,0.0,0.0,Neutral
7802,1453903078076342291,0.0,1.0,0.0,0.0,Neutral
7803,1453903006257274897,0.0,1.0,0.0,0.0,Neutral
7804,1453902971260002323,0.0,1.0,0.0,0.0,Neutral
7805,1453902930659069954,0.0,1.0,0.0,0.0,Neutral
7806,1453902874702929926,0.0,1.0,0.0,0.0,Neutral
7807,1453902771753738244,0.0,0.645,0.355,0.296,Positive
7808,1453902716405747712,0.0,1.0,0.0,0.0,Neutral
7809,1453902689499185154,0.0,1.0,0.0,0.0,Neutral
7810,1453902677767774233,0.0,1.0,0.0,0.0,Neutral
7811,1453902670838784031,0.0,1.0,0.0,0.0,Neutral
7812,1453902669223976989,0.0,1.0,0.0,0.0,Neutral
7813,1453902600361938946,0.0,1.0,0.0,0.0,Neutral
7814,1453902550046887938,0.0,1.0,0.0,0.0,Neutral
7815,1453902383277219843,0.0,1.0,0.0,0.0,Neutral
7816,1453902344240832515,0.025,0.654,0.321,0.957,Positive
7817,1453902014178488323,0.0,1.0,0.0,0.0,Neutral
7818,1453901997459927040,0.0,0.642,0.358,0.5994,Positive
7819,1453901979642650654,0.154,0.662,0.184,-0.0516,Negative
7820,1453901906825265156,0.679,0.321,0.0,-0.6408,Negative
7821,1453901526502711299,0.175,0.825,0.0,-0.5358,Negative
7822,1453901218301063170,0.0,1.0,0.0,0.0,Neutral
7823,1453901160843206683,0.0,1.0,0.0,0.0,Neutral
7824,1453901005133865120,0.0,1.0,0.0,0.0,Neutral
7825,1453900900049637378,0.0,1.0,0.0,0.0,Neutral
7826,1453900839572099077,0.0,0.603,0.397,0.5093,Positive
7827,1453900808622333972,0.0,1.0,0.0,0.0,Neutral
7828,1453900699767541761,0.266,0.734,0.0,-0.4404,Negative
7829,1453900594452729857,0.0,1.0,0.0,0.0,Neutral
7830,1453900394355118080,0.101,0.899,0.0,-0.2263,Negative
7831,1453900348490457089,0.0,1.0,0.0,0.0,Neutral
7832,1453900113529622528,0.0,0.867,0.133,0.25,Positive
7833,1453900100804173836,0.0,1.0,0.0,0.0,Neutral
7834,1453900078645579776,0.0,1.0,0.0,0.0,Neutral
7835,1453899930540597261,0.0,1.0,0.0,0.0,Neutral
7836,1453899907027193861,0.0,1.0,0.0,0.0,Neutral
7837,1453899887783862281,0.0,1.0,0.0,0.0,Neutral
7838,1453899847136915460,0.331,0.576,0.094,-0.6486,Negative
7839,1453899819479601153,0.0,0.625,0.375,0.4588,Positive
7840,1453899699967066115,0.042,0.81,0.148,0.6597,Positive
7841,1453899592949551104,0.0,1.0,0.0,0.0,Neutral
7842,1453899451639255042,0.0,1.0,0.0,0.0,Neutral
7843,1453899374472347651,0.0,0.648,0.352,0.5859,Positive
7844,1453899256566276116,0.0,1.0,0.0,0.0,Neutral
7845,1453899163188486146,0.316,0.684,0.0,-0.5709,Negative
7846,1453899114144534529,0.088,0.678,0.234,0.6369,Positive
7847,1453899071450755072,0.0,1.0,0.0,0.0,Neutral
7848,1453899022121459735,0.0,1.0,0.0,0.0,Neutral
7849,1453898965523460101,0.124,0.876,0.0,-0.4767,Negative
7850,1453898912348073988,0.316,0.684,0.0,-0.5719,Negative
7851,1453898910234206236,0.09,0.669,0.241,0.6369,Positive
7852,1453898893624762389,0.175,0.825,0.0,-0.1779,Negative
7853,1453898830009700357,0.134,0.866,0.0,-0.4767,Negative
7854,1453898821524594693,0.462,0.538,0.0,-0.9531,Negative
7855,1453898628519583767,0.0,1.0,0.0,0.0,Neutral
7856,1453898594604314624,0.0,0.842,0.158,0.5538,Positive
7857,1453898526165983246,0.067,0.737,0.196,0.5696,Positive
7858,1453898415281168386,0.0,0.758,0.242,0.4912,Positive
7859,1453898140193476614,0.0,1.0,0.0,0.0,Neutral
7860,1453897978545070089,0.0,1.0,0.0,0.0,Neutral
7861,1453897965140074518,0.0,0.938,0.062,0.2593,Positive
7862,1453897825884917765,0.0,0.336,0.664,0.836,Positive
7863,1453897780171268121,0.175,0.692,0.133,-0.296,Negative
7864,1453897678056742927,0.271,0.591,0.138,-0.4053,Negative
7865,1453897634431787020,0.0,1.0,0.0,0.0,Neutral
7866,1453897446870949890,0.0,0.755,0.245,0.0772,Positive
7867,1453897425966489605,0.0,1.0,0.0,0.0,Neutral
7868,1453897282282303489,0.0,0.926,0.074,0.4215,Positive
7869,1453897201814581252,0.0,1.0,0.0,0.0,Neutral
7870,1453897141550735373,0.0,1.0,0.0,0.0,Neutral
7871,1453896727359012865,0.0,0.884,0.116,0.3609,Positive
7872,1453896671771852804,0.0,1.0,0.0,0.0,Neutral
7873,1453896609503268866,0.0,1.0,0.0,0.0,Neutral
7874,1453896548912287752,0.0,1.0,0.0,0.0,Neutral
7875,1453896385560993801,0.0,0.83,0.17,0.7125,Positive
7876,1453896295853305857,0.0,1.0,0.0,0.0,Neutral
7877,1453896146175287307,0.0,1.0,0.0,0.0,Neutral
7878,1453896091913572352,0.0,1.0,0.0,0.0,Neutral
7879,1453896089115967489,0.0,1.0,0.0,0.0,Neutral
7880,1453896067599192064,0.0,1.0,0.0,0.0,Neutral
7881,1453895868524945434,0.0,1.0,0.0,0.0,Neutral
7882,1453895807187308551,0.0,0.775,0.225,0.8976,Positive
7883,1453895803089608714,0.0,1.0,0.0,0.0,Neutral
7884,1453895751256399890,0.0,1.0,0.0,0.0,Neutral
7885,1453895714577190914,0.171,0.829,0.0,-0.5106,Negative
7886,1453895658033881088,0.0,1.0,0.0,0.0,Neutral
7887,1453895605806317571,0.0,1.0,0.0,0.0,Neutral
7888,1453895484746129430,0.0,1.0,0.0,0.0,Neutral
7889,1453895460305920014,0.538,0.462,0.0,-0.5423,Negative
7890,1453895439120490520,0.0,1.0,0.0,0.0,Neutral
7891,1453895379683094528,0.455,0.545,0.0,-0.3612,Negative
7892,1453895342315884545,0.0,0.787,0.213,0.5574,Positive
7893,1453895057094938628,0.0,0.799,0.201,0.8602,Positive
7894,1453894997716217860,0.0,0.774,0.226,0.5859,Positive
7895,1453894980414541827,0.643,0.357,0.0,-0.5574,Negative
7896,1453894902371295239,0.0,1.0,0.0,0.0,Neutral
7897,1453894797685575681,0.398,0.602,0.0,-0.5106,Negative
7898,1453894768837156880,0.029,0.932,0.039,0.1406,Positive
7899,1453894612867637252,0.0,0.544,0.456,0.636,Positive
7900,1453894606072991745,0.0,1.0,0.0,0.0,Neutral
7901,1453894460878721031,0.086,0.453,0.461,0.8516,Positive
7902,1453894246948298766,0.0,1.0,0.0,0.0,Neutral
7903,1453894007445237760,0.0,1.0,0.0,0.0,Neutral
7904,1453893724057051142,0.0,0.811,0.189,0.4215,Positive
7905,1453893680662732804,0.114,0.848,0.037,-0.5191,Negative
7906,1453893667698065409,0.0,0.701,0.299,0.9512,Positive
7907,1453893634156208130,0.0,0.898,0.102,0.6369,Positive
7908,1453893528027746309,0.083,0.806,0.111,0.0516,Positive
7909,1453893468523270146,0.0,0.667,0.333,0.3612,Positive
7910,1453893437187518474,0.0,1.0,0.0,0.0,Neutral
7911,1453893429256151050,0.0,1.0,0.0,0.0,Neutral
7912,1453893405935816704,0.0,0.917,0.083,0.4404,Positive
7913,1453893254156627970,0.076,0.802,0.122,0.2799,Positive
7914,1453893209952718850,0.0,1.0,0.0,0.0,Neutral
7915,1453893188188524546,0.0,1.0,0.0,0.0,Neutral
7916,1453893174401765378,0.454,0.546,0.0,-0.3595,Negative
7917,1453893169423212564,0.0,1.0,0.0,0.0,Neutral
7918,1453893103492997120,0.0,1.0,0.0,0.0,Neutral
7919,1453892976720109574,0.214,0.729,0.056,-0.9161,Negative
7920,1453892975248003074,0.664,0.336,0.0,-0.8362,Negative
7921,1453892882599927824,0.0,1.0,0.0,0.0,Neutral
7922,1453892752739999745,0.0,0.898,0.102,0.2057,Positive
7923,1453892682590343174,0.0,0.672,0.328,0.5994,Positive
7924,1453892658418442241,0.0,1.0,0.0,0.0,Neutral
7925,1453892647769227271,0.0,0.884,0.116,0.5927,Positive
7926,1453892600398639109,0.0,1.0,0.0,0.0,Neutral
7927,1453892409495072772,0.211,0.677,0.112,-0.6908,Negative
7928,1453892381506428937,0.0,0.568,0.432,0.765,Positive
7929,1453892305400713219,0.324,0.676,0.0,-0.34,Negative
7930,1453892293233049609,0.076,0.561,0.363,0.7993,Positive
7931,1453892254049792000,0.0,1.0,0.0,0.0,Neutral
7932,1453892196021723144,0.0,1.0,0.0,0.0,Neutral
7933,1453892130057904147,0.163,0.837,0.0,-0.5106,Negative
7934,1453892095924711430,0.0,0.907,0.093,0.6249,Positive
7935,1453892063083302912,0.368,0.632,0.0,-0.5423,Negative
7936,1453891971303411714,0.0,1.0,0.0,0.0,Neutral
7937,1453891959681081355,0.147,0.853,0.0,-0.3412,Negative
7938,1453891888029786129,0.037,0.823,0.14,0.7644,Positive
7939,1453891872775094272,0.07,0.884,0.046,-0.2828,Negative
7940,1453891794777870336,0.121,0.879,0.0,-0.296,Negative
7941,1453891753115889664,0.099,0.901,0.0,-0.6486,Negative
7942,1453891673080074241,0.0,1.0,0.0,0.0,Neutral
7943,1453891644231671825,0.0,0.549,0.451,0.7125,Positive
7944,1453891603722956801,0.2,0.8,0.0,-0.5423,Negative
7945,1453891582470639618,0.0,1.0,0.0,0.0,Neutral
7946,1453891476220362755,0.0,0.667,0.333,0.3612,Positive
7947,1453891182707167237,0.0,0.613,0.387,0.743,Positive
7948,1453891176281493505,0.0,0.811,0.189,0.504,Positive
7949,1453891112473616388,0.0,1.0,0.0,0.0,Neutral
7950,1453891111320113156,0.0,0.621,0.379,0.9042,Positive
7951,1453890851692691461,0.0,0.527,0.473,0.9253,Positive
7952,1453890613481549825,0.0,0.794,0.206,0.4782,Positive
7953,1453890572062711809,0.157,0.464,0.379,0.9545,Positive
7954,1453890559408365573,0.538,0.462,0.0,-0.5423,Negative
7955,1453890363794546696,0.0,1.0,0.0,0.0,Neutral
7956,1453890341615058946,0.0,1.0,0.0,0.0,Neutral
7957,1453890288666103813,0.0,1.0,0.0,0.0,Neutral
7958,1453890229648113665,0.0,1.0,0.0,0.0,Neutral
7959,1453890177550671875,0.0,1.0,0.0,0.0,Neutral
7960,1453890011678531597,0.0,1.0,0.0,0.0,Neutral
7961,1453889948054999044,0.0,1.0,0.0,0.0,Neutral
7962,1453889938047438848,0.0,0.7,0.3,0.4588,Positive
7963,1453889935488925696,0.0,1.0,0.0,0.0,Neutral
7964,1453889801900417042,0.0,1.0,0.0,0.0,Neutral
7965,1453889724213518339,0.679,0.321,0.0,-0.8579,Negative
7966,1453889676675371009,0.0,1.0,0.0,0.0,Neutral
7967,1453889608807174146,0.0,0.785,0.215,0.7964,Positive
7968,1453889562942623745,0.0,1.0,0.0,0.0,Neutral
7969,1453889510446620683,0.202,0.798,0.0,-0.7964,Negative
7970,1453889503702093824,0.0,0.921,0.079,0.3612,Positive
7971,1453889465504645122,0.0,0.648,0.352,0.5859,Positive
7972,1453889263276228608,0.0,1.0,0.0,0.0,Neutral
7973,1453889110263799811,0.0,0.616,0.384,0.8972,Positive
7974,1453889106258321418,0.314,0.686,0.0,-0.4939,Negative
7975,1453889104807034880,0.0,0.829,0.171,0.1139,Positive
7976,1453889096200462340,0.0,1.0,0.0,0.0,Neutral
7977,1453889067209289739,0.108,0.738,0.154,0.2342,Positive
7978,1453889033780686848,0.0,1.0,0.0,0.0,Neutral
7979,1453888916730302471,0.22,0.682,0.098,-0.3818,Negative
7980,1453888904994512896,0.173,0.827,0.0,-0.8481,Negative
7981,1453888828809388033,0.0,1.0,0.0,0.0,Neutral
7982,1453888475334209536,0.0,1.0,0.0,0.0,Neutral
7983,1453888393931280385,0.304,0.657,0.039,-0.9316,Negative
7984,1453888364541775872,0.106,0.73,0.163,0.1828,Positive
7985,1453888332308623363,0.492,0.508,0.0,-0.4404,Negative
7986,1453888267321962503,0.0,1.0,0.0,0.0,Neutral
7987,1453888044390666246,0.397,0.345,0.259,-0.3818,Negative
7988,1453887959401308165,0.0,1.0,0.0,0.0,Neutral
7989,1453887832284618752,0.22,0.659,0.12,-0.8022,Negative
7990,1453887817772240902,0.0,0.86,0.14,0.3818,Positive
7991,1453887791557873670,0.545,0.455,0.0,-0.5859,Negative
7992,1453887772788285441,0.116,0.852,0.032,-0.5365,Negative
7993,1453887568366346243,0.0,1.0,0.0,0.0,Neutral
7994,1453887546254139395,0.137,0.863,0.0,-0.4019,Negative
7995,1453887520350117890,0.149,0.69,0.161,0.0516,Positive
7996,1453887450795884546,0.0,1.0,0.0,0.0,Neutral
7997,1453887445137821706,0.0,1.0,0.0,0.0,Neutral
7998,1453887427635032070,0.0,1.0,0.0,0.0,Neutral
7999,1453887410186723329,0.25,0.75,0.0,-0.4588,Negative
8000,1453887302346891269,0.0,1.0,0.0,0.0,Neutral
8001,1453887205336920064,0.0,1.0,0.0,0.0,Neutral
8002,1453887157219647492,0.0,0.5,0.5,0.4588,Positive
8003,1453886898250813440,0.199,0.657,0.144,-0.5791,Negative
8004,1453886885344989189,0.634,0.366,0.0,-0.8641,Negative
8005,1453886879145897989,0.0,1.0,0.0,0.0,Neutral
8006,1453886870413352960,0.159,0.779,0.063,-0.5873,Negative
8007,1453886837521518595,0.193,0.453,0.354,0.7759,Positive
8008,1453886754998521860,0.0,1.0,0.0,0.0,Neutral
8009,1453886493722771456,0.0,1.0,0.0,0.0,Neutral
8010,1453886364416630795,0.0,1.0,0.0,0.0,Neutral
8011,1453886337602490371,0.121,0.637,0.242,0.4404,Positive
8012,1453886296703873029,0.0,0.648,0.352,0.5859,Positive
8013,1453886217901068293,0.0,1.0,0.0,0.0,Neutral
8014,1453886187123380226,0.08,0.759,0.16,0.4404,Positive
8015,1453886038707949568,0.0,0.417,0.583,0.6369,Positive
8016,1453886035985936391,0.0,1.0,0.0,0.0,Neutral
8017,1453885953337081859,0.0,1.0,0.0,0.0,Neutral
8018,1453885952527507461,0.0,1.0,0.0,0.0,Neutral
8019,1453885764643741705,0.187,0.776,0.037,-0.7311,Negative
8020,1453885663468670982,0.0,1.0,0.0,0.0,Neutral
8021,1453885551543824385,0.0,1.0,0.0,0.0,Neutral
8022,1453885376267833347,0.0,0.833,0.167,0.1531,Positive
8023,1453885292285472768,0.0,0.707,0.293,0.4404,Positive
8024,1453885253777428482,0.0,0.645,0.355,0.296,Positive
8025,1453885168901517313,0.0,0.646,0.354,0.658,Positive
8026,1453885135951179778,0.164,0.548,0.287,0.555,Positive
8027,1453885074982817793,0.0,0.342,0.658,0.7712,Positive
8028,1453885068158517254,0.0,1.0,0.0,0.0,Neutral
8029,1453884988626116608,0.0,1.0,0.0,0.0,Neutral
8030,1453884866005647365,0.0,0.819,0.181,0.4753,Positive
8031,1453884779481296903,0.0,1.0,0.0,0.0,Neutral
8032,1453884770463756293,0.126,0.699,0.175,0.1779,Positive
8033,1453884751199158272,0.0,1.0,0.0,0.0,Neutral
8034,1453884624375980033,0.0,1.0,0.0,0.0,Neutral
8035,1453884614544531457,0.0,1.0,0.0,0.0,Neutral
8036,1453884591685656598,0.134,0.866,0.0,-0.6608,Negative
8037,1453884572161089537,0.0,1.0,0.0,0.0,Neutral
8038,1453884563726426127,0.375,0.625,0.0,-0.34,Negative
8039,1453884392783425542,0.386,0.614,0.0,-0.6597,Negative
8040,1453884148649644034,0.0,1.0,0.0,0.0,Neutral
8041,1453883931669921793,0.0,0.712,0.288,0.4995,Positive
8042,1453883882668019713,0.0,0.796,0.204,0.3182,Positive
8043,1453883863390851076,0.0,1.0,0.0,0.0,Neutral
8044,1453883639192698882,0.0,0.7,0.3,0.4588,Positive
8045,1453883636382568450,0.0,1.0,0.0,0.0,Neutral
8046,1453883565247066116,0.0,1.0,0.0,0.0,Neutral
8047,1453883542769831939,0.0,1.0,0.0,0.0,Neutral
8048,1453883526839881730,0.0,1.0,0.0,0.0,Neutral
8049,1453883424033366028,0.0,1.0,0.0,0.0,Neutral
8050,1453883313890816002,0.0,0.683,0.317,0.7579,Positive
8051,1453883161851662342,0.238,0.762,0.0,-0.6191,Negative
8052,1453883042586583053,0.0,1.0,0.0,0.0,Neutral
8053,1453883021870960641,0.592,0.408,0.0,-0.4404,Negative
8054,1453882901569888268,0.0,1.0,0.0,0.0,Neutral
8055,1453882856053297154,0.0,1.0,0.0,0.0,Neutral
8056,1453882847010299905,0.167,0.833,0.0,-0.0516,Negative
8057,1453882769642250242,0.146,0.854,0.0,-0.34,Negative
8058,1453882673299005442,0.0,0.637,0.363,0.9077,Positive
8059,1453882263880540164,0.0,0.721,0.279,0.2342,Positive
8060,1453882261712027652,0.143,0.697,0.16,-0.1531,Negative
8061,1453882245429829634,0.0,1.0,0.0,0.0,Neutral
8062,1453882227729780744,0.0,1.0,0.0,0.0,Neutral
8063,1453882175875522562,0.501,0.28,0.219,-0.7221,Negative
8064,1453882147555532800,0.0,0.824,0.176,0.4939,Positive
8065,1453882117419589651,0.0,1.0,0.0,0.0,Neutral
8066,1453881990969581568,0.0,1.0,0.0,0.0,Neutral
8067,1453881975987638283,0.0,1.0,0.0,0.0,Neutral
8068,1453881972787499015,0.176,0.824,0.0,-0.7964,Negative
8069,1453881926922616834,0.0,0.803,0.197,0.8516,Positive
8070,1453881751927857154,0.087,0.685,0.228,0.651,Positive
8071,1453881747632898049,0.318,0.682,0.0,-0.1027,Negative
8072,1453881620008738817,0.0,0.625,0.375,0.4588,Positive
8073,1453881346678460419,0.0,1.0,0.0,0.0,Neutral
8074,1453881310179594246,0.0,1.0,0.0,0.0,Neutral
8075,1453881214272774149,0.0,1.0,0.0,0.0,Neutral
8076,1453881151215575044,0.196,0.412,0.392,0.7003,Positive
8077,1453881140222119938,0.0,1.0,0.0,0.0,Neutral
8078,1453881139656105984,0.159,0.841,0.0,-0.5267,Negative
8079,1453881092017119238,0.0,0.901,0.099,0.1901,Positive
8080,1453880965302915073,0.0,0.687,0.313,0.4926,Positive
8081,1453880923288657927,0.187,0.727,0.086,-0.4468,Negative
8082,1453880859665342467,0.0,1.0,0.0,0.0,Neutral
8083,1453880506123161602,0.178,0.467,0.355,0.969,Positive
8084,1453880438674526210,0.0,0.864,0.136,0.7269,Positive
8085,1453880390632935424,0.0,0.593,0.407,0.8625,Positive
8086,1453880380310704133,0.0,1.0,0.0,0.0,Neutral
8087,1453880282751328273,0.0,0.779,0.221,0.1779,Positive
8088,1453880171027595272,0.265,0.619,0.115,-0.5267,Negative
8089,1453880107064496129,0.0,0.746,0.254,0.1779,Positive
8090,1453880001871351811,0.0,0.779,0.221,0.1779,Positive
8091,1453879994934079490,0.0,1.0,0.0,0.0,Neutral
8092,1453879791275417603,0.167,0.606,0.227,0.2023,Positive
8093,1453879657590247427,0.0,1.0,0.0,0.0,Neutral
8094,1453879464652279812,0.152,0.746,0.102,-0.4184,Negative
8095,1453879421006450689,0.0,1.0,0.0,0.0,Neutral
8096,1453879383509245957,0.524,0.476,0.0,-0.5106,Negative
8097,1453879332280041476,0.0,1.0,0.0,0.0,Neutral
8098,1453879205159186445,0.0,1.0,0.0,0.0,Neutral
8099,1453879032399863811,0.09,0.572,0.338,0.8493,Positive
8100,1453878894151360515,0.0,0.732,0.268,0.296,Positive
8101,1453878885288972289,0.073,0.927,0.0,-0.296,Negative
8102,1453878821489422339,0.0,1.0,0.0,0.0,Neutral
8103,1453878791596511235,0.0,0.827,0.173,0.3182,Positive
8104,1453878587472367618,0.0,1.0,0.0,0.0,Neutral
8105,1453878472015818767,0.0,0.756,0.244,0.6369,Positive
8106,1453878326997757966,0.318,0.682,0.0,-0.7239,Negative
8107,1453878269183467525,0.0,0.891,0.109,0.4215,Positive
8108,1453878141961842724,0.0,0.719,0.281,0.6892,Positive
8109,1453878046574972929,0.0,1.0,0.0,0.0,Neutral
8110,1453877988185890818,0.119,0.699,0.182,0.2023,Positive
8111,1453877837400784896,0.0,0.426,0.574,0.4019,Positive
8112,1453877725878497312,0.0,1.0,0.0,0.0,Neutral
8113,1453877632282468357,0.0,1.0,0.0,0.0,Neutral
8114,1453877599869022237,0.0,1.0,0.0,0.0,Neutral
8115,1453877570831671300,0.169,0.615,0.215,0.1531,Positive
8116,1453877479039512594,0.267,0.417,0.317,0.1531,Positive
8117,1453877452787253250,0.092,0.723,0.185,0.4939,Positive
8118,1453877341785141252,0.0,0.818,0.182,0.3008,Positive
8119,1453877329168642063,0.0,1.0,0.0,0.0,Neutral
8120,1453877301154746369,0.0,0.843,0.157,0.3818,Positive
8121,1453877255827042324,0.065,0.719,0.216,0.6597,Positive
8122,1453877219588296707,0.0,0.882,0.118,0.5574,Positive
8123,1453877196947279873,0.127,0.873,0.0,-0.4417,Negative
8124,1453877147349618696,0.0,0.96,0.04,0.1655,Positive
8125,1453877058224877570,0.292,0.67,0.037,-0.9287,Negative
8126,1453877012087525377,0.095,0.905,0.0,-0.296,Negative
8127,1453876969649676288,0.0,0.527,0.473,0.6696,Positive
8128,1453876876154335240,0.595,0.405,0.0,-0.6597,Negative
8129,1453876837679972355,0.2,0.709,0.092,-0.7717,Negative
8130,1453876744616878083,0.535,0.465,0.0,-0.6808,Negative
8131,1453876627625160734,0.0,1.0,0.0,0.0,Neutral
8132,1453876537514733589,0.0,0.753,0.247,0.3182,Positive
8133,1453876362922577920,0.0,1.0,0.0,0.0,Neutral
8134,1453876350809485326,0.042,0.808,0.15,0.5574,Positive
8135,1453876137428463648,0.0,1.0,0.0,0.0,Neutral
8136,1453876128456847361,0.0,0.724,0.276,0.6369,Positive
8137,1453876046416289792,0.0,0.4,0.6,0.4588,Positive
8138,1453875977931665431,0.171,0.829,0.0,-0.5423,Negative
8139,1453875955789963264,0.121,0.879,0.0,-0.296,Negative
8140,1453875904199811073,0.0,1.0,0.0,0.0,Neutral
8141,1453875890975354890,0.0,1.0,0.0,0.0,Neutral
8142,1453875831709786113,0.0,1.0,0.0,0.0,Neutral
8143,1453875793331957794,0.0,0.82,0.18,0.6072,Positive
8144,1453875684460347392,0.0,0.828,0.172,0.8176,Positive
8145,1453875328468676610,0.0,1.0,0.0,0.0,Neutral
8146,1453875326048743461,0.0,1.0,0.0,0.0,Neutral
8147,1453875247837442049,0.0,0.635,0.365,0.5574,Positive
8148,1453875239126028290,0.0,1.0,0.0,0.0,Neutral
8149,1453875237716701200,0.0,1.0,0.0,0.0,Neutral
8150,1453875178153390086,0.0,0.828,0.172,0.6597,Positive
8151,1453874988566695937,0.4,0.566,0.034,-0.9721,Negative
8152,1453874952273342496,0.0,0.791,0.209,0.7783,Positive
8153,1453874951400787971,0.023,0.877,0.1,0.6962,Positive
8154,1453874938423676929,0.0,1.0,0.0,0.0,Neutral
8155,1453874888490508293,0.0,0.824,0.176,0.6969,Positive
8156,1453874843221438465,0.0,1.0,0.0,0.0,Neutral
8157,1453874802133979137,0.132,0.794,0.074,-0.4559,Negative
8158,1453874720529698818,0.0,1.0,0.0,0.0,Neutral
8159,1453874575775723520,0.0,0.636,0.364,0.6322,Positive
8160,1453874548034637824,0.0,0.867,0.133,0.25,Positive
8161,1453874481097854981,0.156,0.563,0.281,0.3257,Positive
8162,1453874443206332418,0.153,0.602,0.245,0.578,Positive
8163,1453874399279341578,0.0,0.246,0.754,0.7297,Positive
8164,1453874321223401475,0.189,0.811,0.0,-0.6369,Negative
8165,1453874077513433088,0.0,1.0,0.0,0.0,Neutral
8166,1453873854800142337,0.0,1.0,0.0,0.0,Neutral
8167,1453873786999250944,0.199,0.599,0.202,-0.2263,Negative
8168,1453873736487165960,0.0,0.943,0.057,0.128,Positive
8169,1453873721639378944,0.0,0.508,0.492,0.4404,Positive
8170,1453873695055917057,0.189,0.702,0.108,-0.6954,Negative
8171,1453873660121526275,0.0,1.0,0.0,0.0,Neutral
8172,1453873579989221377,0.074,0.713,0.213,0.7159,Positive
